Player,Pos,G,A,PIM,PPG,SHG,GWG,PP,SH,SOG,FOW,FOL,BLK,HIT,-9999
Skyler Brind'Amour,C,1,0,2,0,0,0,0,0,1,17,8,1,1,brindsk01
Josh Brown,D,0,1,11,0,0,0,0,0,9,0,0,18,21,brownjo01
Patrick Brown,C,0,1,8,0,0,0,0,0,11,20,24,12,46,brownpa02
Callahan Burke,C,1,0,2,0,0,0,0,0,12,1,0,3,0,burkeca01
Drake Caggiula,LW,0,1,5,0,0,0,0,0,6,1,0,3,8,caggidr01
Michael Callahan,D,1,0,7,0,0,0,0,0,9,0,0,12,8,callami02
Ethan Cardwell,RW,1,0,2,0,0,0,0,0,5,1,1,3,8,cardwet01
Declan Carlile,D,1,0,0,0,0,0,0,0,3,0,0,2,1,carlide01
Lucas Condotta,F,1,0,0,0,0,0,0,0,5,17,12,3,10,condolu01
Angus Crookshank,LW,0,1,0,0,0,0,0,0,9,1,2,4,11,crookan01
Casey DeSmith,G,0,1,2,0,0,0,0,0,0,0,0,0,0,desmica01
Dylan Duke,LW,1,0,0,0,0,0,0,0,1,0,0,0,5,dukedy01
John Farinacci,C,1,0,0,0,0,0,0,0,1,6,2,0,3,farinjo01
Cale Fleury,D,0,1,0,0,0,0,0,0,16,0,0,28,30,fleurca01
Nolan Foote,LW,0,1,0,0,0,0,0,0,5,1,1,1,11,footeno01
Parker Ford,F,1,0,2,0,0,0,0,0,2,0,0,1,5,fordpa01
Brendan Gaunce,C,0,1,4,0,0,0,0,0,11,39,42,7,18,gauncbr01
Alexandar Georgiev,G,0,1,0,0,0,0,1,0,0,0,0,0,0,georgal01
Alexandar Georgiev,G,0,1,0,0,0,0,1,0,0,0,0,0,0,georgal01
Alexandar Georgiev,G,0,0,0,0,0,0,0,0,0,0,0,0,0,georgal01
John Gibson,G,0,1,4,0,0,0,0,0,0,0,0,0,0,gibsojo02
Patrick Giles,F,1,0,0,0,0,0,0,0,15,33,64,7,21,gilespa01
Patrick Giles,F,0,0,0,0,0,0,0,0,4,14,33,4,16,gilespa01
Patrick Giles,F,1,0,0,0,0,0,0,0,11,19,31,3,5,gilespa01
Helge Grans,D,0,1,2,0,0,0,0,0,5,0,0,5,4,granshe01
Kevin Gravel,D,0,1,0,0,0,0,0,0,6,0,0,8,7,graveke01
Daniil Gushchin,LW,0,1,6,0,0,0,0,0,16,1,0,6,6,gushcda01
Mike Hardman,RW,0,1,0,0,0,0,0,0,2,0,1,3,4,hardmmi01
Ville Heinola,D,0,1,4,0,0,0,0,0,12,0,0,16,8,heinovi01
Connor Hellebuyck,G,0,1,2,0,0,0,0,0,0,0,0,0,0,helleco01
Joel Hofer,G,0,1,2,0,0,0,0,0,0,0,0,0,0,hoferjo01
Justin Hryckowian,F,0,1,0,0,0,0,0,0,3,3,2,0,8,hryckju01
Arttu Hyry,F,0,1,0,0,0,0,0,0,5,11,5,3,4,hyryar01
Bokondji Imama,LW,1,0,30,0,0,1,0,0,10,0,0,7,45,imamabo01
Tristan Jarry,G,0,1,2,0,0,0,0,0,0,0,0,0,0,jarrytr01
Matt Kiersted,D,0,1,2,0,0,0,0,0,0,0,0,1,3,kiersma01
Joona Koppanen,LW,1,0,0,0,0,0,0,0,10,18,28,3,40,koppajo01
Darcy Kuemper,G,0,1,12,0,0,0,0,0,0,0,0,0,0,kuempda01
Joseph LaBate,C,0,1,10,0,0,0,0,0,3,0,2,11,14,labatjo01
Tanner Laczynski,C,1,0,6,0,0,0,0,0,2,16,21,3,3,laczyta01
William Lagesson,D,0,1,4,0,0,0,0,0,5,0,0,7,6,lageswi01
Brad Lambert,C,0,1,2,0,0,0,0,0,1,5,10,4,5,lambebr01
Kevin Lankinen,G,0,1,0,0,0,0,1,0,0,0,0,0,0,lankike01
Jeremy Lauzon,D,0,1,37,0,0,0,0,0,25,0,0,34,127,lauzoje01
Ryan Leonard,RW,1,0,11,0,0,0,0,0,17,1,0,4,18,leonary01
Ukko-Pekka Luukkonen,G,0,1,2,0,0,0,0,0,0,0,0,0,0,luukkuk01
Jeff Malott,F,0,1,7,0,0,0,0,0,13,1,1,7,19,malotje01
Georgii Merkulov,F,0,1,2,0,0,0,0,0,7,0,1,7,2,merkuge01
Dakota Mermis,D,0,1,2,0,0,0,0,0,6,0,0,4,3,mermida01
Dakota Mermis,D,0,0,2,0,0,0,0,0,2,0,0,1,0,mermida01
Dakota Mermis,D,0,1,0,0,0,0,0,0,4,0,0,3,3,mermida01
Elvis Merzļikins,G,0,1,8,0,0,0,0,0,0,0,0,0,0,merzlel01
Ian Mitchell,D,0,1,2,0,0,0,0,0,10,0,0,23,5,mitchia01
Sam Montembeault,G,0,1,0,0,0,0,0,0,0,0,0,0,0,montesa01
Ian Moore,D,0,1,0,0,0,0,0,0,4,0,0,1,1,mooreia01
Sam Morton,F,1,0,0,0,0,1,0,0,1,4,3,1,4,mortosa01
Bradly Nadeau,LW,0,1,0,0,0,0,0,0,8,0,0,1,2,nadeabr01
Jake Oettinger,G,0,1,0,0,0,0,0,0,0,0,0,0,0,oettija01
Ville Ottavainen,D,0,1,0,0,0,0,0,0,1,0,0,1,3,ottavvi01
Zayne Parekh,D,1,0,2,0,0,0,0,0,2,0,0,1,1,parekza01
Isaak Phillips,D,1,0,0,0,0,0,0,0,3,0,0,4,3,phillis01
Calvin Pickard,G,0,1,0,0,0,0,0,0,0,0,0,0,0,pickaca01
Andrew Poturalski,C,0,1,2,0,0,0,0,0,5,21,22,4,0,poturan01
Samuel Poulin,RW,0,1,2,0,0,0,0,0,3,0,0,0,10,poulisa01
Jonathan Quick,G,0,1,2,0,0,0,0,1,0,0,0,0,0,quickjo01
Calum Ritchie,C,1,0,0,0,0,0,0,0,11,3,4,2,6,ritchca01
Isak Rosen,RW,0,1,0,0,0,0,0,0,8,0,0,2,3,rosenis01
Chad Ruhwedel,D,0,1,0,0,0,0,0,0,1,0,0,5,8,ruhwech01
Ilya Samsonov,G,0,1,4,0,0,0,0,0,0,0,0,0,0,samsoil01
Juuse Saros,G,0,1,4,0,0,0,1,0,0,0,0,0,0,sarosju01
Matthew Savoie,C,0,1,0,0,0,0,0,0,6,4,2,1,3,savoima01
Dominik Shine,F,0,1,15,0,0,0,0,0,5,0,0,3,16,shinedo01
Ilya Solovyov,D,0,1,2,0,0,0,0,0,6,0,0,8,12,solovil01
Justin Sourdif,RW,1,0,0,0,0,1,0,0,2,0,0,0,0,sourdju01
Jack St. Ivany,D,0,1,17,0,0,0,0,0,12,0,0,25,38,stivajo01
Anthony Stolarz,G,0,1,0,0,0,0,0,0,0,0,0,0,0,stolaan01
Daniil Tarasov,G,0,1,0,0,0,0,0,0,0,0,0,0,0,tarasda02
Logan Thompson,G,0,1,0,0,0,0,0,0,0,0,0,0,0,thomplo01
T.J. Tynan,C,0,1,4,0,0,0,0,0,5,7,14,4,5,tynant.01
Vítek Vaněček,G,0,1,0,0,0,0,0,0,0,0,0,0,0,vanecvi01
Vítek Vaněček,G,0,1,0,0,0,0,0,0,0,0,0,0,0,vanecvi01
Vítek Vaněček,G,0,0,0,0,0,0,0,0,0,0,0,0,0,vanecvi01
Karel Vejmelka,G,0,1,0,0,0,0,0,1,0,0,0,0,0,vejmeka01
Daniel Vladař,G,0,1,2,0,0,0,0,0,0,0,0,0,0,vladada01
Chris Wagner,C,1,0,14,0,0,0,0,0,29,48,60,13,57,wagnech01
Taylor Ward,F,1,0,0,1,0,0,0,0,4,1,0,0,3,wardta01
Ozzy Wiesblatt,RW,0,1,0,0,0,0,0,0,4,0,0,3,13,wiesboz01
Ryan Winterton,C,0,1,2,0,0,0,0,0,15,1,1,6,20,wintery01
Matthew Wood,RW,0,1,2,0,0,0,0,0,8,1,2,2,2,woodma01
Jack Ahcan,D,0,0,2,0,0,0,0,0,1,0,0,1,3,ahcanja01
Alexander Alexeyev,D,0,0,0,0,0,0,0,0,7,0,0,14,9,alexeal01
Jake Allen,G,0,0,0,0,0,0,0,0,1,0,0,0,0,allenja01
Justus Annunen,G,0,0,0,0,0,0,0,0,0,0,0,0,0,annunju01
Justus Annunen,G,0,0,0,0,0,0,0,0,0,0,0,0,0,annunju01
Justus Annunen,G,0,0,0,0,0,0,0,0,0,0,0,0,0,annunju01
Rasmus Asplund,F,0,0,2,0,0,0,0,0,2,9,6,2,3,asplura01
Alex Barré-Boulet,F,0,0,2,0,0,0,0,0,0,0,0,0,3,barreal01
Matt Benning,D,0,0,4,0,0,0,0,0,7,0,0,10,9,bennima01
Jordan Binnington,G,0,0,6,0,0,0,0,0,0,0,0,0,0,binnijo01
Tobias Björnfot,D,0,0,2,0,0,0,0,0,10,0,0,10,13,bjornto01
Joel Blomqvist,G,0,0,0,0,0,0,0,0,0,0,0,0,0,blomqjo01
Samuel Bolduc,D,0,0,0,0,0,0,0,0,0,0,0,0,0,boldusa01
Thomas Bordeleau,C,0,0,0,0,0,0,0,0,1,1,0,0,0,bordeth01
Shane Bowers,C,0,0,0,0,0,0,0,0,2,1,0,1,9,bowersh01
Travis Boyd,C,0,0,0,0,0,0,0,0,0,0,0,3,1,boydtr01
Chase Bradley,LW,0,0,0,0,0,0,0,0,0,0,0,1,1,bradlch01
Guillaume Brisebois,D,0,0,0,0,0,0,0,0,2,0,0,4,2,brisegu01
Brendan Brisson,C,0,0,0,0,0,0,0,0,7,0,0,0,9,brissbr01
Frederic Brunet,D,0,0,0,0,0,0,0,0,2,0,0,5,1,brunefr01
Hunter Brzustewicz,D,0,0,2,0,0,0,0,0,2,0,0,0,1,brzushu01
Kyle Capobianco,D,0,0,4,0,0,0,0,0,0,0,0,0,1,capobky01
Nathan Clurman,D,0,0,2,0,0,0,0,0,4,0,0,0,1,clurmna01
Dylan Coghlan,D,0,0,4,0,0,0,0,0,9,0,0,7,2,coghldy01
Drew Commesso,G,0,0,0,0,0,0,0,0,0,0,0,0,0,commedr01
Eric Comrie,G,0,0,0,0,0,0,0,0,0,0,0,0,0,comrier01
Pheonix Copley,G,0,0,0,0,0,0,0,0,0,0,0,0,0,copleph01
Sebastian Cossa,G,0,0,0,0,0,0,0,0,0,0,0,0,0,cossase01
Cameron Crotty,D,0,0,0,0,0,0,0,0,0,0,0,0,0,crottca01
Maxwell Crozier,D,0,0,0,0,0,0,0,0,8,0,0,6,11,crozima01
Nico Daws,G,0,0,0,0,0,0,0,0,0,0,0,0,0,dawsni01
Thatcher Demko,G,0,0,0,0,0,0,0,0,0,0,0,0,0,demkoth01
Grigori Denisenko,LW,0,0,2,0,0,0,0,0,0,0,1,0,5,denisgr01
Travis Dermott,D,0,0,2,0,0,0,0,0,8,0,0,16,6,dermotr01
Travis Dermott,D,0,0,2,0,0,0,0,0,3,0,0,10,6,dermotr01
Travis Dermott,D,0,0,0,0,0,0,0,0,5,0,0,6,0,dermotr01
Cam Dineen,D,0,0,0,0,0,0,0,0,8,0,0,6,1,dineeca01
Jakub Dobes,G,0,0,0,0,0,0,0,0,0,0,0,0,0,dobesja01
Louis Domingue,G,0,0,0,0,0,0,0,0,0,0,0,0,0,dominlo01
Karsen Dorwart,F,0,0,2,0,0,0,0,0,4,14,21,2,9,dorwaka01
Lukáš Dostál,G,0,0,0,0,0,0,0,0,1,0,0,0,0,dostalu01
Joshua Dunne,C,0,0,5,0,0,0,0,0,1,2,5,2,5,dunnejo01
Riley Duran,C,0,0,2,0,0,0,0,0,5,1,1,0,6,duranri01
Dalibor Dvorsky,C,0,0,0,0,0,0,0,0,2,3,3,0,0,dvorsda01
Samuel Ersson,G,0,0,2,0,0,0,0,0,0,0,0,0,0,erssosa01
Ivan Fedotov,G,0,0,0,0,0,0,0,0,0,0,0,0,0,fedotiv01
Tye Felhaber,F,0,0,0,0,0,0,0,0,2,0,0,0,7,felhaty01
Domenick Fensore,D,0,0,2,0,0,0,0,0,5,0,0,3,3,fensodo01
Jack Finley,C,0,0,0,0,0,0,0,0,1,3,2,0,1,finleja01
Marc-André Fleury,G,0,0,2,0,0,0,0,0,0,0,0,0,0,fleurma01
Anton Forsberg,G,0,0,0,0,0,0,0,0,0,0,0,0,0,forsban01
Liam Foudy,C,0,0,0,0,0,0,0,0,1,0,0,1,0,foudyli01
Mark Friedman,D,0,0,10,0,0,0,0,0,4,0,0,6,6,friedma01
Jacob Gaucher,F,0,0,0,0,0,0,0,0,3,10,5,2,4,gauchja01
Julien Gauthier,RW,0,0,0,0,0,0,0,0,0,0,0,0,2,gauthju01
Adam Ginning,D,0,0,0,0,0,0,0,0,0,0,0,1,1,ginniad01
Jet Greaves,G,0,0,0,0,0,0,0,0,0,0,0,0,0,greavje01
Nikita Grebenkin,RW,0,0,2,0,0,0,0,0,2,1,0,1,13,grebeni01
Ryan Greene,C,0,0,0,0,0,0,0,0,1,6,12,3,0,greenry01
Philipp Grubauer,G,0,0,0,0,0,0,0,0,0,0,0,0,0,grubaph01
Robert Hägg,D,0,0,0,0,0,0,0,0,0,0,0,2,11,haggro01
Jani Hakanpää,D,0,0,0,0,0,0,0,0,2,0,0,4,1,hakanja01
Brian Halonen,F,0,0,0,0,0,0,0,0,2,0,0,1,2,halonbr01
Brandon Halverson,G,0,0,0,0,0,0,0,0,0,0,0,0,0,halvebr01
Rafaël Harvey-Pinard,LW,0,0,0,0,0,0,0,0,0,0,0,0,1,harvera01
Dennis Hildeby,G,0,0,0,0,0,0,0,0,0,0,0,0,0,hildede01
Adin Hill,G,0,0,4,0,0,0,0,0,0,0,0,0,0,hillad01
Hayden Hodgson,RW,0,0,5,0,0,0,0,0,2,0,0,1,7,hodgsha01
Marcus Högberg,G,0,0,0,0,0,0,0,0,0,0,0,0,0,hogbema01
Samuel Honzek,LW,0,0,2,0,0,0,0,0,6,0,1,2,6,honzesa01
Daemon Hunt,D,0,0,0,0,0,0,0,0,2,0,0,2,0,huntda01
Ville Husso,G,0,0,0,0,0,0,0,0,0,0,0,0,0,hussovi01
Ville Husso,G,0,0,0,0,0,0,0,0,0,0,0,0,0,hussovi01
Ville Husso,G,0,0,0,0,0,0,0,0,0,0,0,0,0,hussovi01
Quinn Hutson,F,0,0,2,0,0,0,0,0,1,0,0,0,0,hutsoqu01
Jere Innala,F,0,0,2,0,0,0,0,0,8,1,2,6,20,innalje01
Jan Jeník,RW,0,0,0,0,0,0,0,0,0,1,2,0,2,jenikja01
Jonas Johansson,G,0,0,0,0,0,0,0,0,0,0,0,0,0,johanjo03
Reese Johnson,F,0,0,0,0,0,0,0,0,1,0,0,3,6,johnsre01
Ryan Johnson,D,0,0,4,0,0,0,0,0,3,0,0,4,1,johnsry03
Ben Jones,F,0,0,10,0,0,0,0,0,24,12,13,11,51,jonesbe01
Caleb Jones,D,0,0,2,0,0,0,0,0,6,0,0,5,10,jonesca01
Noah Juulsen,D,0,0,21,0,0,0,0,0,26,0,0,60,101,juulsno01
Kaapo Kähkönen,G,0,0,0,0,0,0,0,0,0,0,0,0,0,kahkoka01
Devin Kaplan,RW,0,0,0,0,0,0,0,0,0,0,0,0,1,kaplade01
Joakim Kemell,RW,0,0,0,0,0,0,0,0,8,0,0,1,4,kemeljo01
Niklas Kokko,G,0,0,0,0,0,0,0,0,0,0,0,0,0,kokkoni01
Aleksei Kolosov,G,0,0,0,0,0,0,0,0,0,0,0,0,0,kolosal01
Joonas Korpisalo,G,0,0,0,0,0,0,0,0,0,0,0,0,0,korpijo01
Kirill Kudryavtsev,D,0,0,0,0,0,0,0,0,2,0,0,5,0,kudryki01
Raphael Lavoie,C,0,0,2,0,0,0,0,0,10,0,2,0,16,lavoira01
Nathan Legare,RW,0,0,0,0,0,0,0,0,3,0,0,1,12,legarna01
Tristan Lennox,G,0,0,0,0,0,0,0,0,0,0,0,0,0,lennotr01
Devon Levi,G,0,0,0,0,0,0,0,0,0,0,0,0,0,levide01
Charlie Lindgren,G,0,0,0,0,0,0,0,0,0,0,0,0,0,lindgch01
Jake Lucchini,F,0,0,2,0,0,0,0,0,2,1,1,0,2,lucchja01
Jett Luchanko,F,0,0,2,0,0,0,0,0,3,17,20,0,6,luchaje01
Tristan Luneau,D,0,0,2,0,0,0,0,0,6,0,0,9,5,luneatr01
Alex Lyon,G,0,0,2,0,0,0,0,0,0,0,0,0,0,lyonal01
Kurtis MacDermid,LW,0,0,23,0,0,0,0,0,7,0,0,8,40,macdeku01
Connor Mackey,D,0,0,5,0,0,0,0,0,1,0,0,1,4,mackeco01
James Malatesta,LW,0,0,0,0,0,0,0,0,0,1,0,1,6,malatja01
Jacob Markström,G,0,0,0,0,0,0,0,0,1,0,0,0,0,marksja02
Spencer Martin,G,0,0,0,0,0,0,0,0,0,0,0,0,0,martisp01
Carter Mazur,LW,0,0,0,0,0,0,0,0,0,0,0,0,0,mazurca01
Jaycob Megna,D,0,0,2,0,0,0,0,0,5,0,0,9,3,megnaja02
Jacob Melanson,RW,0,0,0,0,0,0,0,0,0,0,0,0,4,melanja01
Leevi Merilainen,G,0,0,0,0,0,0,0,0,0,0,0,0,0,merille01
Ben Meyers,F,0,0,2,0,0,0,0,0,4,24,25,1,9,meyerbe01
Sonny Milano,LW,0,0,0,0,0,0,0,0,4,0,0,0,1,milanso01
Michael Milne,LW,0,0,0,0,0,0,0,0,0,0,0,0,3,milnemi01
Trent Miner,G,0,0,0,0,0,0,0,0,0,0,0,0,0,minertr01
Daniil Misyul,D,0,0,0,0,0,0,0,0,0,0,0,1,1,misyuda01
Mason Morelli,F,0,0,0,0,0,0,0,0,0,0,0,0,4,morelma01
Petr Mrázek,G,0,0,0,0,0,0,0,0,0,0,0,0,0,mrazepe01
Petr Mrázek,G,0,0,0,0,0,0,0,0,0,0,0,0,0,mrazepe01
Petr Mrázek,G,0,0,0,0,0,0,0,0,0,0,0,0,0,mrazepe01
Ty Mueller,C,0,0,2,0,0,0,0,0,1,5,10,4,1,muellty01
Brett Murray,LW,0,0,0,0,0,0,0,0,0,0,0,0,3,murrabr02
Matt Murray,G,0,0,0,0,0,0,0,0,0,0,0,0,0,murrama02
Alexander Nylander,LW,0,0,4,0,0,0,0,0,4,3,1,0,0,nylanal01
Oskar Olausson,RW,0,0,0,0,0,0,0,0,3,0,0,2,1,olausos01
Noah Ostlund,C,0,0,2,0,0,0,0,0,4,8,14,3,1,ostluno01
Victor Ostman,G,0,0,0,0,0,0,0,0,0,0,0,0,0,ostmavi01
Yaniv Perets,G,0,0,0,0,0,0,0,0,0,0,0,0,0,peretya01
Gabriel Perreault,RW,0,0,0,0,0,0,0,0,5,0,1,1,1,perrega01
Alexander Petrovic,D,0,0,4,0,0,0,0,0,5,0,0,6,10,petroal01
Michael Pezzetta,C,0,0,24,0,0,0,0,0,14,2,6,7,73,pezzemi01
Jason Polin,F,0,0,0,0,0,0,0,0,3,1,0,1,1,polinja01
Vasiliy Ponomarev,C,0,0,2,0,0,0,0,0,8,14,13,2,5,ponomva01
Erik Portillo,G,0,0,0,0,0,0,0,0,0,0,0,0,0,portier01
Cayden Primeau,G,0,0,2,0,0,0,0,0,0,0,0,0,0,primeca01
Nikita Prishchepov,C,0,0,0,0,0,0,0,0,4,0,0,2,10,prishni01
Jacob Quillan,F,0,0,0,0,0,0,0,0,0,0,0,0,1,quillja01
James Reimer,G,0,0,0,0,0,0,0,0,0,0,0,0,0,reimeja01
James Reimer,G,0,0,0,0,0,0,0,0,0,0,0,0,0,reimeja01
James Reimer,G,0,0,0,0,0,0,0,0,0,0,0,0,0,reimeja01
David Rittich,G,0,0,2,0,0,0,0,0,0,0,0,0,0,rittida01
Matthew Robertson,D,0,0,0,0,0,0,0,0,2,0,0,1,2,roberma02
Olivier Rodrigue,G,0,0,0,0,0,0,0,0,0,0,0,0,0,rodriol01
Georgi Romanov,G,0,0,0,0,0,0,0,0,0,0,0,0,0,romange01
Jonas Røndbjerg,RW,0,0,0,0,0,0,0,0,11,1,4,4,3,rondbjo01
Scott Sabourin,F,0,0,0,0,0,0,0,0,0,0,0,1,2,sabousc01
Steven Santini,D,0,0,0,0,0,0,0,0,1,0,0,2,1,santist01
Akira Schmid,G,0,0,0,0,0,0,0,0,0,0,0,0,0,schmiak01
Corey Schueneman,D,0,0,0,0,0,0,0,0,4,0,0,7,1,schueco01
Jimmy Schuldt,D,0,0,0,0,0,0,0,0,4,0,0,5,13,schulja01
Donovan Sebrango,D,0,0,0,0,0,0,0,0,0,0,0,0,0,sebrado01
Conor Sheary,LW,0,0,4,0,0,0,0,0,3,0,1,1,2,shearco01
Hunter Shepard,G,0,0,0,0,0,0,0,0,0,0,0,0,0,shepahu01
Igor Shesterkin,G,0,0,6,0,0,0,0,0,0,0,0,0,0,shestig01
Owen Sillinger,F,0,0,2,0,0,0,0,0,0,2,3,1,1,silliow01
Arturs Silovs,G,0,0,2,0,0,0,0,0,0,0,0,0,0,silovar01
Jakub Skarek,G,0,0,0,0,0,0,0,0,0,0,0,0,0,skareja01
Stuart Skinner,G,0,0,0,0,0,0,0,0,0,0,0,0,0,skinnst01
Givani Smith,RW,0,0,18,0,0,0,0,0,5,0,0,5,20,smithgi01
Givani Smith,RW,0,0,10,0,0,0,0,0,2,0,0,3,7,smithgi01
Givani Smith,RW,0,0,8,0,0,0,0,0,3,0,0,2,13,smithgi01
Arvid Söderblom,G,0,0,0,0,0,0,0,0,1,0,0,0,0,soderar01
Jaxson Stauber,G,0,0,0,0,0,0,0,0,0,0,0,0,0,staubja01
Clay Stevenson,G,0,0,0,0,0,0,0,0,0,0,0,0,0,stevecl01
Ales Stezka,G,0,0,0,0,0,0,0,0,0,0,0,0,0,stezkal01
Matthew Stienburg,C,0,0,22,0,0,0,0,0,4,0,0,1,16,stienma01
Riley Stillman,D,0,0,7,0,0,0,0,0,1,0,0,1,8,stillri01
Aydar Suniev,LW,0,0,0,0,0,0,0,0,1,0,0,0,0,sunieay01
Ryan Suzuki,C,0,0,0,0,0,0,0,0,0,4,3,0,2,suzukry01
Jeremy Swayman,G,0,0,2,0,0,0,0,0,0,0,0,0,0,swaymje01
Mads Søgaard,G,0,0,2,0,0,0,0,0,0,0,0,0,0,sogaama01
Cam Talbot,G,0,0,0,0,0,0,0,0,0,0,0,0,0,talboca01
Dustin Tokarski,G,0,0,0,0,0,0,0,0,0,0,0,0,0,tokardu01
Nikita Tolopilo,G,0,0,0,0,0,0,0,0,0,0,0,0,0,tolopni01
Dominic Toninato,C,0,0,0,0,0,0,0,0,2,3,2,3,7,tonindo01
Riley Tufte,LW,0,0,4,0,0,0,0,0,1,1,1,1,8,tufteri01
Ryan Ufko,D,0,0,0,0,0,0,0,0,0,0,0,0,1,ufkory01
Semyon Varlamov,G,0,0,0,0,0,0,0,0,0,0,0,0,0,varlasi01
Jeffrey Viel,F,0,0,14,0,0,0,0,0,3,1,0,2,12,vielje01
Matt Villalta,G,0,0,0,0,0,0,0,0,0,0,0,0,0,villama01
Jesper Wallstedt,G,0,0,2,0,0,0,0,0,0,0,0,0,0,wallsje01
Tim Washe,F,0,0,0,0,0,0,0,0,2,4,4,0,4,washeti01
Scott Wedgewood,G,0,0,0,0,0,0,0,0,0,0,0,0,0,wedgesc01
Scott Wedgewood,G,0,0,0,0,0,0,0,0,0,0,0,0,0,wedgesc01
Scott Wedgewood,G,0,0,0,0,0,0,0,0,0,0,0,0,0,wedgesc01
Colin White,C,0,0,0,0,0,0,0,0,1,3,10,1,2,whiteco02
Jack Williams,F,0,0,0,0,0,0,0,0,0,5,6,1,0,willija02
Joseph Woll,G,0,0,0,0,0,0,0,0,0,0,0,0,0,wolljo01